Cluster/FaktorT;Cluster Nr.;Tag Nr.;ta;direkte Str.;diffuse Str.;Windgeschw.;Anzahl Tage;Datum;TRY2017;ORT
C43/T0,7;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,7;4;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,7;5;205;24,4;203;96;4;38;24.7.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,7;6;141;13,0;15;104;7;35;21.5.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,7;7;273;17,9;76;67;4;80;30.9.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;2;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;3;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;4;324;6,2;18;28;6;62;20.11.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;5;273;17,9;76;67;4;81;30.9.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;6;205;24,4;203;96;4;39;24.7.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,6;7;122;12,6;60;103;3;33;2.5.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;1;324;6,2;18;28;6;64;20.11.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;2;304;11,5;5;38;8;60;31.10.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;3;44;-0,1;3;34;3;68;13.2.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;4;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;5;240;15,2;71;97;5;76;28.8.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;6;205;24,4;203;96;4;39;24.7.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,5;7;256;17,9;158;48;5;38;13.9.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;1;16;-6,1;33;20;4;21;16.1.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;2;346;5,2;10;20;6;51;12.12.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;3;304;11,5;5;38;8;72;31.10.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;4;44;-0,1;3;34;3;68;13.2.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;5;256;17,9;158;48;5;31;13.9.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;6;205;24,4;203;96;4;36;24.7.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,4;7;240;15,2;71;97;5;86;28.8.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;1;44;-0,1;3;34;3;71;13.2.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;2;284;12,9;51;59;4;52;11.10.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;3;338;8,2;7;21;7;66;4.12.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;4;16;-6,1;33;20;4;23;16.1.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;5;193;23,2;211;106;4;37;12.7.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;6;240;15,2;71;97;5;88;28.8.;TRY2015_524042130202_Sommer;Potsdam
C43/T0,33;7;256;17,9;158;48;5;28;13.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;1;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;2;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;4;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;5;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T1;6;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;2;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;4;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;5;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,98;6;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;1;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;3;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;4;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;5;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9646;6;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;2;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;4;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;5;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,96;6;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;3;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;4;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;5;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,93;6;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;1;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;2;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;3;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;4;146;11,5;75;130;5;29;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;5;236;17,3;81;120;3;82;24.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,9;6;211;23,6;143;119;4;42;30.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;1;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;2;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;3;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;4;206;24,2;173;108;3;38;25.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;5;273;17,9;76;67;4;85;30.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,85;6;146;11,5;75;130;5;30;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;4;146;11,5;75;130;5;30;26.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;5;206;24,2;173;108;3;38;25.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,8;6;273;17,9;76;67;4;85;30.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;4;141;13,0;15;104;7;35;21.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;5;273;17,9;76;67;4;80;30.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,75;6;205;24,4;203;96;4;38;24.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;4;205;24,4;203;96;4;38;24.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;5;141;13,0;15;104;7;35;21.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,7;6;273;17,9;76;67;4;80;30.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;1;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;4;273;17,9;76;67;4;81;30.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;5;205;24,4;203;96;4;39;24.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,6;6;122;12,6;60;103;3;33;2.5.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;1;324;6,2;18;28;6;68;20.11.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;2;68;-0,8;3;44;5;84;9.3.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;3;304;11,5;5;38;8;60;31.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;4;240;15,2;71;97;5;76;28.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;5;205;24,4;203;96;4;39;24.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,5;6;256;17,9;158;48;5;38;13.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;1;44;-0,1;3;34;3;100;13.2.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;2;338;8,2;7;21;7;62;4.12.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;3;284;12,9;51;59;4;50;11.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;4;256;17,9;158;48;5;31;13.9.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;5;205;24,4;203;96;4;36;24.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,4;6;240;15,2;71;97;5;86;28.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;1;338;8,2;7;21;7;66;4.12.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;2;44;-0,1;3;34;3;94;13.2.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;3;284;12,9;51;59;4;52;11.10.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;4;193;23,2;211;106;4;37;12.7.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;5;240;15,2;71;97;5;88;28.8.;TRY2015_524042130202_Sommer;Potsdam
C33/T0,33;6;256;17,9;158;48;5;28;13.9.;TRY2015_524042130202_Sommer;Potsdam
C22/T1;1;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T1;2;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T1;3;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T1;4;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,98;1;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,98;2;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,98;3;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,98;4;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9646;1;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9646;2;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9646;3;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9646;4;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,96;1;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,96;2;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,96;3;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,96;4;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,93;1;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,93;2;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,93;3;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,93;4;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9;1;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9;2;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9;3;224;16,2;99;111;2;96;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,9;4;166;21,8;88;132;3;57;15.6.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,85;1;43;-0,4;14;45;3;106;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,85;2;318;10,0;2;23;7;106;14.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,85;3;224;16,2;99;111;2;101;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,85;4;190;22,6;172;123;3;52;9.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,8;1;43;-0,4;14;45;3;102;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,8;2;288;9,6;3;46;3;110;15.10.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,8;3;190;22,6;172;123;3;52;9.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,8;4;224;16,2;99;111;2;101;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,75;1;288;9,6;3;46;3;110;15.10.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,75;2;43;-0,4;14;45;3;102;12.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,75;3;190;22,6;172;123;3;52;9.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,75;4;224;16,2;99;111;2;101;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,7;1;288;9,6;3;46;3;112;15.10.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,7;2;68;-0,8;3;44;5;100;9.3.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,7;3;193;23,2;211;106;4;49;12.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,7;4;224;16,2;99;111;2;104;12.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,6;1;44;-0,1;3;34;3;107;13.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,6;2;288;9,6;3;46;3;105;15.10.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,6;3;193;23,2;211;106;4;55;12.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,6;4;240;15,2;71;97;5;98;28.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,5;1;322;10,7;9;32;4;100;18.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,5;2;44;-0,1;3;34;3;112;13.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,5;3;240;15,2;71;97;5;100;28.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,5;4;193;23,2;211;106;4;53;12.7.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,4;1;44;-0,1;3;34;3;112;13.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,4;2;322;10,7;9;32;4;100;18.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,4;3;231;20,9;202;62;4;59;19.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,4;4;240;15,2;71;97;5;94;28.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,33;1;322;10,7;9;32;4;100;18.11.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,33;2;44;-0,1;3;34;3;112;13.2.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,33;3;231;20,9;202;62;4;55;19.8.;TRY2015_524042130202_Sommer;Potsdam
C22/T0,33;4;240;15,2;71;97;5;98;28.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;1;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;2;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;4;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;5;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;6;228;17,9;116;96;3;50;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T1;8;211;23,6;143;119;4;40;30.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;1;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;2;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;4;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;5;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;6;211;23,6;143;119;4;40;30.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9646;8;228;17,9;116;96;3;50;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;1;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;2;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;3;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;4;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;5;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;6;228;17,9;116;96;3;50;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,98;8;211;23,6;143;119;4;40;30.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;3;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;4;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;5;211;23,6;143;119;4;40;30.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;6;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;7;228;17,9;116;96;3;50;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,96;8;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;2;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;3;321;11,3;3;26;6;62;17.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;4;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;5;228;17,9;116;96;3;52;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;6;206;24,2;173;108;3;38;25.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,9;8;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;2;43;-0,4;14;45;3;64;12.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;4;324;6,2;18;28;6;66;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;5;206;24,2;173;108;3;38;25.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;6;228;17,9;116;96;3;52;16.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,85;8;233;16,8;26;96;6;36;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;2;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;3;324;6,2;18;28;6;62;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;4;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;5;206;24,2;173;108;3;37;25.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;6;256;17,9;158;48;5;49;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;7;233;16,8;26;96;6;40;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,8;8;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;1;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;2;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;3;324;6,2;18;28;6;62;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;4;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;5;256;17,9;158;48;5;47;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;6;233;16,8;26;96;6;42;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;7;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,75;8;205;24,4;203;96;4;37;24.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;2;324;6,2;18;28;6;62;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;3;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;4;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;5;205;24,4;203;96;4;37;24.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;6;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;7;233;16,8;26;96;6;44;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,7;8;256;17,9;158;48;5;45;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;1;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;2;304;11,5;5;38;8;62;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;3;42;-0,1;4;35;4;68;11.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;4;324;6,2;18;28;6;62;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;5;146;11,5;75;130;5;27;26.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;6;233;16,8;26;96;6;45;21.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;7;256;17,9;158;48;5;44;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,6;8;205;24,4;203;96;4;37;24.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;1;324;6,2;18;28;6;64;20.11.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;2;304;11,5;5;38;8;60;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;3;44;-0,1;3;34;3;68;13.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;4;16;-6,1;33;20;4;20;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;5;249;19,0;38;105;4;54;6.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;6;256;17,9;158;48;5;32;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;7;205;24,4;203;96;4;32;24.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,5;8;122;12,6;60;103;3;35;2.5.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;1;16;-6,1;33;20;4;21;16.1.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;2;346;5,2;10;20;6;51;12.12.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;3;304;11,5;5;38;8;72;31.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;4;44;-0,1;3;34;3;68;13.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;5;256;17,9;158;48;5;30;13.9.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;6;203;24,5;243;76;3;21;22.7.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;7;171;22,3;121;133;3;30;20.6.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,4;8;240;15,2;71;97;5;72;28.8.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,33;1;44;-0,1;3;34;3;71;13.2.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,33;2;284;12,9;51;59;4;52;11.10.;TRY2015_524042130202_Sommer;Potsdam
C44/T0,33;3;338;8,2;7;21;7;66;4.12.;TRY2015_524042130202_Sommer;Potsdam
