Cluster/FaktorT;Cluster Nr.;Tag Nr.;ta;direkte Str.;diffuse Str.;Windgeschw.;Anzahl Tage;Datum;TRY2017;ORT
C44/T0,9646;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9646;5;211;18;117;119;5;70;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9646;6;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9646;7;262;11,6;61;80;5;23;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9646;8;137;14,3;4;95;6;33;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;2;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;3;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;4;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;5;211;18;117;119;5;70;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;6;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;7;262;11,6;61;80;5;23;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,98;8;137;14,3;4;95;6;33;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;1;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;2;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;3;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;5;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;6;137;14,3;4;95;6;33;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;7;262;11,6;61;80;5;23;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,96;8;211;18;117;119;5;70;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;2;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;3;324;6,0;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;4;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;5;137;14,3;4;95;6;32;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;6;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;7;211;18,0;117;119;5;70;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,9;8;262;11,6;61;80;5;24;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;2;31;-6,4;1;17;2;29;31.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;3;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;4;45;-0,6;3;40;7;61;14.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;5;137;14,3;4;95;6;32;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;6;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;7;211;18;117;119;5;69;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,85;8;262;11,6;61;80;5;25;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;1;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;2;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;4;324;6,0;4;21;2;73;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;5;137;14,3;4;95;6;32;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;6;211;18,0;117;119;5;69;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;7;262;11,6;61;80;5;25;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,8;8;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;1;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;2;276;11,8;83;60;6;46;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;4;324;6;4;21;2;75;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;5;137;14,3;4;95;6;31;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;6;262;11,6;61;80;5;26;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;7;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,75;8;211;18;117;119;5;69;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;1;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;2;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;3;324;6;4;21;2;75;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;4;276;11,8;83;60;6;46;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;5;137;14,3;4;95;6;30;17.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;6;183;25,1;201;108;3;28;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;7;262;11,6;61;80;5;26;19.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,7;8;211;18;117;119;5;69;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;1;31;-6,4;1;17;2;32;31.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;2;276;11,8;83;60;6;47;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;4;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;5;261;11,5;52;82;7;35;18.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;6;237;16,7;50;108;8;46;25.8.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;7;232;18,8;154;94;3;47;20.8.;TRY2015_524042130202_Winter;Potsdam
C44/T0,6;8;183;25,1;201;108;3;25;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;1;31;-6,4;1;17;2;32;31.1.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;2;276;11,8;83;60;6;53;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;3;324;6;4;21;2;68;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;4;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;5;154;19,2;273;71;4;18;3.6.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;6;183;25,1;201;108;3;20;2.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;7;211;18;117;119;5;67;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,5;8;241;12,3;22;83;5;48;29.8.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;1;324;6,0;4;21;2;73;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;2;49;-2,2;0;20;3;70;18.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;3;60;0,2;82;46;4;21;1.3.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;5;263;14,2;10;75;5;45;20.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;6;254;16,0;124;76;3;25;11.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;7;211;18,0;117;119;5;62;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,4;8;150;23,0;270;75;4;21;30.5.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;1;281;11,5;38;68;6;38;8.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;2;49;-2,2;0;20;3;75;18.2.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;3;274;6,6;121;40;5;34;1.10.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;4;324;6;4;21;2;65;20.11.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;5;254;16;124;76;3;28;11.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;6;211;18;117;119;5;57;30.7.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;7;263;14,2;10;75;5;46;20.9.;TRY2015_524042130202_Winter;Potsdam
C44/T0,33;8;150;23;270;75;4;22;30.5.;TRY2015_524042130202_Winter;Potsdam
